,Dalc,Fedu,Fjob,G1,G2,G3,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,health,higher,internet,nursery,paid,reason,romantic,school,schoolsup,sex,studytime,traveltime
533,1,4,teacher,12,11,11,3,at_home,T,1,2,no,R,15,0,5,GT3,yes,3,3,mother,5,yes,no,yes,no,course,yes,GP,no,M,2,4
534,1,4,at_home,13,14,15,4,services,T,1,4,yes,U,15,0,4,GT3,yes,3,3,mother,5,yes,yes,yes,no,course,yes,GP,no,F,3,1
535,2,4,other,10,9,10,3,at_home,T,4,2,no,R,17,0,5,GT3,no,4,5,mother,5,yes,no,yes,no,course,no,GP,no,M,2,3
536,1,1,other,14,13,13,1,at_home,T,1,0,no,R,16,0,5,GT3,yes,1,3,mother,3,yes,no,yes,no,course,no,GP,no,F,2,4
537,4,1,services,11,11,12,3,services,T,5,2,yes,U,18,0,3,LE3,no,3,4,mother,4,yes,yes,yes,no,course,yes,GP,no,M,1,2
538,5,2,services,12,11,11,3,other,A,1,10,yes,U,18,0,4,GT3,yes,3,3,other,5,yes,yes,no,no,course,yes,GP,no,F,3,1
539,1,1,services,12,11,11,1,other,T,2,8,yes,R,16,0,3,GT3,yes,3,3,mother,1,yes,no,yes,no,reputation,yes,GP,no,F,1,2
540,1,3,other,9,9,10,3,other,A,1,4,yes,U,16,0,4,GT3,yes,3,2,other,5,yes,yes,no,no,course,yes,GP,no,F,1,2
541,1,1,other,10,10,10,1,services,T,3,0,no,U,16,2,4,LE3,no,4,4,mother,5,yes,no,yes,no,course,yes,GP,no,M,2,1
542,1,4,teacher,13,14,14,4,teacher,T,1,6,yes,U,15,0,4,GT3,no,3,2,mother,5,yes,yes,yes,no,course,no,GP,no,F,1,2
543,1,1,other,8,9,9,1,other,T,1,2,yes,R,15,1,5,GT3,no,5,5,mother,1,yes,yes,yes,no,course,yes,GP,no,F,1,3
544,1,3,services,9,11,11,4,teacher,T,1,6,no,U,15,0,2,GT3,yes,2,2,father,3,yes,yes,yes,no,course,no,GP,yes,M,4,2
545,2,3,services,9,8,9,3,services,A,3,24,no,U,15,0,1,GT3,no,3,2,mother,1,yes,no,no,no,home,yes,GP,no,F,2,1
546,1,4,services,15,13,13,4,services,T,3,0,yes,U,16,0,5,GT3,yes,3,3,mother,5,yes,yes,yes,no,course,no,GP,no,M,3,1
547,2,2,services,12,11,11,2,services,T,2,4,yes,U,16,0,2,LE3,yes,3,3,father,2,yes,yes,yes,no,reputation,no,GP,no,M,1,2
548,1,4,services,13,13,13,4,teacher,T,1,2,yes,U,15,0,4,GT3,yes,2,2,mother,5,yes,yes,yes,no,course,no,GP,no,F,3,1
549,3,1,at_home,10,11,11,1,at_home,T,3,4,no,U,16,0,3,LE3,no,4,4,mother,1,yes,yes,yes,no,course,no,GP,no,F,1,1
550,1,1,other,9,7,6,2,other,T,2,22,no,U,17,0,5,GT3,yes,4,5,mother,5,yes,yes,yes,no,home,no,GP,no,M,1,1
551,1,1,services,12,12,12,1,other,T,2,0,no,U,15,0,4,GT3,yes,4,2,father,5,yes,yes,yes,no,course,no,GP,no,F,2,1
552,1,1,other,11,10,10,2,at_home,A,1,0,yes,U,15,0,4,LE3,yes,4,2,mother,5,no,yes,yes,no,home,yes,GP,no,F,1,2
553,1,2,services,11,11,11,3,health,T,1,2,no,U,15,1,3,GT3,yes,3,2,father,3,yes,yes,yes,no,home,no,GP,no,F,2,1
554,1,2,other,13,12,13,1,at_home,T,1,6,no,U,15,0,4,GT3,yes,3,2,mother,5,yes,yes,no,no,course,no,GP,no,F,2,1
555,2,2,services,11,11,11,1,at_home,T,4,6,no,U,15,0,2,GT3,no,3,4,father,1,yes,no,no,no,course,yes,GP,no,F,2,1
556,2,4,teacher,9,9,8,4,teacher,T,1,16,no,U,16,0,3,GT3,yes,3,2,mother,5,no,yes,yes,no,course,yes,GP,no,M,1,1
557,2,1,other,12,11,11,2,services,A,5,0,no,U,15,0,4,LE3,no,5,5,mother,5,yes,yes,yes,no,course,no,GP,no,M,1,4
558,2,1,other,11,9,0,1,other,T,5,0,no,U,18,2,2,LE3,no,3,5,mother,4,no,yes,yes,no,course,yes,GP,no,M,1,1
559,3,1,other,9,10,10,2,at_home,T,5,6,yes,U,16,1,4,LE3,no,4,4,mother,5,yes,no,yes,no,course,yes,GP,no,M,1,1
560,2,3,services,13,13,13,3,services,T,3,2,yes,R,15,0,4,GT3,yes,2,1,other,3,yes,yes,yes,yes,reputation,yes,GP,no,F,3,2
561,1,2,at_home,11,9,11,3,services,T,1,6,no,U,19,0,4,GT3,yes,5,4,mother,4,no,yes,yes,no,home,yes,GP,no,M,1,1
562,1,4,teacher,13,13,13,4,other,T,1,0,no,U,17,0,4,GT3,yes,2,1,mother,4,yes,no,yes,no,course,yes,GP,yes,F,1,1
563,1,3,services,7,8,8,2,at_home,T,1,0,yes,R,15,0,4,GT3,no,4,4,mother,1,yes,no,yes,yes,course,no,GP,yes,M,2,1
564,3,2,other,9,8,10,1,other,T,3,14,no,R,17,3,2,LE3,no,2,2,mother,5,yes,no,yes,no,reputation,no,GP,no,M,1,1
565,1,1,other,11,10,11,1,at_home,T,5,6,yes,R,18,3,5,GT3,yes,2,5,mother,4,yes,no,no,no,course,no,GP,no,F,1,3
566,1,2,other,12,10,11,2,at_home,T,2,4,no,R,16,0,4,GT3,no,2,2,mother,3,yes,no,no,no,course,no,GP,no,M,1,3
567,4,3,services,10,10,1,3,other,T,4,0,no,U,16,1,4,GT3,yes,5,5,father,5,yes,yes,yes,no,course,yes,GP,no,M,2,1
568,3,2,services,9,8,10,1,health,T,5,0,no,U,16,2,4,LE3,no,4,5,mother,5,yes,yes,no,no,course,no,GP,no,M,1,2
569,2,1,other,8,8,9,2,at_home,T,2,8,yes,R,17,1,3,LE3,no,3,2,mother,5,no,yes,yes,yes,course,yes,GP,no,M,1,2
570,1,2,other,7,6,8,3,other,T,4,4,no,R,17,2,4,GT3,yes,4,4,mother,3,yes,yes,yes,no,course,yes,GP,yes,M,2,2
571,2,2,other,8,9,10,1,other,T,4,2,yes,U,15,0,4,LE3,no,4,4,mother,5,yes,no,yes,no,course,no,GP,no,M,1,2
572,1,3,services,9,8,8,1,at_home,T,4,2,no,U,16,1,5,GT3,no,3,3,father,2,no,yes,yes,no,course,no,GP,no,M,1,1
573,1,1,services,8,8,8,1,other,T,5,0,yes,R,17,0,5,LE3,no,3,5,mother,5,no,no,yes,no,course,yes,GP,no,M,2,4
574,1,2,services,8,7,8,3,services,T,1,10,yes,U,17,3,4,GT3,yes,5,2,mother,2,no,no,no,no,course,no,GP,no,M,1,2
575,2,2,other,9,10,11,2,other,T,4,0,no,U,16,0,4,GT3,no,3,5,father,4,no,yes,yes,no,course,no,GP,no,M,2,1
576,1,2,services,17,17,18,4,health,T,1,0,no,U,16,0,4,GT3,no,2,3,father,3,yes,yes,yes,no,home,yes,GP,no,F,2,1
577,1,2,other,12,12,13,2,other,T,1,0,no,U,16,0,5,GT3,yes,1,5,mother,4,yes,yes,no,no,home,no,GP,no,F,2,1
578,1,4,health,16,16,17,4,health,T,1,0,no,U,16,0,4,GT3,yes,4,2,mother,3,yes,yes,yes,no,reputation,yes,GP,no,F,2,1
579,2,4,other,9,9,10,3,other,T,4,4,yes,U,16,1,3,GT3,yes,4,5,father,2,yes,yes,no,no,course,no,GP,no,M,1,3
580,1,0,other,16,17,18,1,other,T,1,0,yes,U,16,0,4,GT3,yes,3,2,mother,3,yes,yes,yes,no,reputation,yes,GP,no,M,2,2
581,1,4,other,11,9,10,4,teacher,T,3,0,yes,U,17,0,4,LE3,yes,4,4,mother,5,yes,yes,yes,no,reputation,no,GP,no,M,2,1
582,1,3,services,14,13,13,1,at_home,T,1,0,yes,U,16,0,4,GT3,no,3,5,mother,3,yes,yes,no,no,home,yes,GP,no,F,2,1
583,1,3,other,14,14,15,3,other,T,1,0,yes,U,16,0,4,LE3,yes,4,5,mother,4,yes,yes,yes,no,reputation,no,GP,no,F,2,2
584,4,3,other,10,11,11,4,teacher,T,4,0,yes,U,17,0,4,LE3,no,4,4,mother,4,yes,yes,yes,no,course,no,GP,no,M,2,2
585,1,2,other,13,12,14,2,services,T,4,0,yes,U,16,0,3,GT3,no,4,4,mother,5,yes,yes,no,no,reputation,no,GP,no,F,2,2
586,1,3,other,11,9,10,3,other,T,4,4,yes,U,17,0,4,GT3,no,3,4,father,4,yes,yes,no,no,reputation,no,GP,no,M,2,1
587,3,2,services,10,9,11,4,teacher,T,4,8,yes,R,16,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,no,other,yes,GP,no,M,1,1
588,1,3,other,11,11,13,4,other,T,1,4,yes,U,17,0,5,GT3,yes,2,3,mother,2,yes,yes,yes,yes,course,yes,GP,no,M,2,1
589,2,3,other,11,10,11,4,teacher,T,3,4,yes,U,16,0,3,GT3,yes,4,3,mother,3,yes,yes,yes,yes,home,no,GP,no,M,2,1
590,1,3,other,11,12,13,3,services,T,2,0,yes,U,16,0,4,GT3,no,2,3,mother,3,yes,yes,yes,no,home,yes,GP,no,M,2,1
591,2,4,services,17,18,17,2,services,T,3,0,yes,U,17,0,5,GT3,yes,4,2,father,5,yes,no,yes,no,reputation,no,GP,no,F,2,1
592,2,3,other,14,13,14,3,other,T,3,32,yes,U,17,0,5,LE3,yes,3,3,mother,1,yes,yes,yes,no,reputation,yes,GP,no,F,2,1
593,1,2,other,14,15,16,3,other,T,2,8,no,U,16,0,1,GT3,yes,2,2,mother,1,yes,yes,yes,no,reputation,no,GP,no,F,2,1
594,2,3,services,11,13,14,3,services,T,3,6,yes,U,17,0,4,GT3,yes,3,4,mother,4,yes,yes,yes,no,other,yes,GP,no,M,2,1
595,1,2,services,10,9,11,1,services,T,2,0,yes,U,16,0,3,GT3,yes,3,3,mother,3,yes,yes,yes,no,other,yes,GP,no,M,1,1
596,1,1,other,13,14,16,2,other,T,2,0,yes,U,16,0,4,LE3,no,2,3,mother,5,yes,yes,yes,no,course,yes,GP,no,M,2,1
597,1,3,other,12,13,14,3,health,A,3,10,no,U,17,0,3,GT3,yes,3,3,mother,3,yes,yes,no,no,reputation,yes,GP,no,F,2,1
598,1,2,other,9,9,10,1,at_home,T,5,6,no,R,17,0,3,GT3,no,1,3,mother,3,yes,no,yes,no,home,no,GP,no,M,2,1
599,1,3,services,12,12,13,2,services,T,1,6,no,U,16,0,4,GT3,no,3,3,mother,2,yes,yes,yes,no,course,no,GP,no,F,2,1
600,1,1,services,12,11,12,1,at_home,T,1,0,yes,U,17,0,5,GT3,no,3,3,mother,3,yes,yes,yes,no,course,no,GP,no,F,2,1
601,4,2,services,10,11,12,1,at_home,T,5,16,yes,U,17,0,4,GT3,no,4,4,other,5,yes,yes,no,no,other,no,GP,no,M,2,2
602,3,3,services,11,10,10,3,services,T,4,0,yes,R,16,0,4,GT3,yes,3,2,mother,5,yes,yes,yes,no,reputation,no,GP,no,M,1,1
603,1,3,other,13,12,12,2,other,T,1,0,no,U,16,0,5,GT3,no,3,3,father,3,yes,yes,yes,no,home,no,GP,no,M,1,2
604,1,4,services,14,15,16,2,services,T,1,8,yes,U,17,0,4,LE3,no,3,2,father,5,yes,yes,yes,no,course,yes,GP,no,F,2,1
605,1,4,teacher,13,13,14,4,services,T,2,4,no,U,17,0,5,GT3,no,2,3,mother,5,yes,yes,yes,no,home,no,GP,no,M,1,1
606,3,3,other,10,11,12,3,teacher,T,5,16,yes,R,16,0,3,LE3,yes,3,4,father,3,yes,yes,yes,no,home,no,GP,no,M,1,3
607,2,4,teacher,14,15,16,4,services,T,3,30,no,U,17,1,4,GT3,yes,2,4,mother,2,yes,yes,yes,no,home,no,GP,no,F,1,2
608,1,4,teacher,11,10,11,4,teacher,T,2,0,no,U,16,0,4,LE3,yes,5,2,mother,3,yes,yes,yes,no,reputation,no,GP,no,F,2,1
609,1,3,other,14,14,15,4,health,T,5,2,yes,U,16,0,4,GT3,yes,3,5,mother,2,yes,yes,yes,no,home,no,GP,no,F,2,1
610,1,3,other,11,12,12,2,other,T,3,4,yes,U,16,0,4,GT3,yes,4,3,mother,4,yes,no,yes,no,reputation,no,GP,yes,F,2,1
611,1,1,other,14,15,15,1,other,T,3,0,no,U,17,0,4,GT3,yes,4,4,mother,1,yes,no,no,no,course,no,GP,no,F,2,1
612,1,2,other,13,13,13,2,other,T,2,21,no,R,17,0,5,GT3,yes,3,2,mother,3,yes,yes,yes,no,reputation,no,GP,no,F,1,1
613,1,2,services,13,13,13,2,services,T,1,6,yes,R,16,0,5,GT3,yes,3,5,mother,5,yes,yes,no,no,reputation,no,GP,no,F,4,2
614,3,4,services,8,9,8,3,at_home,T,4,14,no,U,17,1,4,GT3,yes,4,3,mother,5,yes,yes,yes,yes,home,yes,GP,no,F,3,1
615,2,1,other,11,11,12,3,services,A,2,2,no,U,16,0,2,GT3,yes,3,3,mother,4,yes,yes,yes,no,course,no,GP,no,F,2,1
616,1,3,other,14,15,15,4,teacher,T,1,4,yes,U,16,0,1,GT3,no,3,2,mother,1,yes,yes,yes,no,other,yes,GP,no,F,2,1
617,1,1,other,12,13,13,1,at_home,T,4,2,no,U,16,0,4,GT3,yes,3,2,mother,5,yes,no,yes,no,home,no,GP,no,F,1,2
618,1,3,other,11,12,12,4,teacher,T,1,0,yes,R,17,0,4,GT3,yes,4,2,mother,4,yes,yes,yes,no,reputation,yes,GP,no,F,3,2
619,1,3,other,12,12,12,3,other,T,2,4,yes,U,19,0,4,GT3,yes,3,3,other,3,yes,yes,yes,no,reputation,no,GP,no,F,4,1
620,4,4,other,13,12,12,4,services,T,5,15,no,U,17,0,5,LE3,yes,3,5,mother,3,yes,yes,yes,no,home,yes,GP,no,M,2,1
621,1,2,other,13,13,13,2,other,A,1,0,no,U,16,0,3,GT3,yes,3,4,mother,4,yes,yes,yes,no,reputation,no,GP,yes,F,2,1
622,2,2,other,12,11,11,2,services,T,4,10,yes,U,18,0,4,GT3,yes,4,4,mother,5,yes,yes,yes,no,home,no,GP,no,M,2,1
623,1,4,other,12,11,11,4,services,T,2,6,no,R,17,0,5,LE3,yes,2,1,mother,3,yes,no,yes,no,other,no,GP,no,F,1,1
624,1,2,other,14,16,15,3,other,T,3,2,no,U,17,0,4,LE3,no,4,4,mother,1,yes,yes,yes,no,reputation,no,GP,no,F,2,2
625,2,3,other,11,9,10,4,other,T,4,16,no,U,17,0,3,GT3,no,4,5,mother,1,yes,yes,yes,no,reputation,yes,GP,no,F,2,1
626,2,3,health,10,10,10,3,services,T,4,10,no,U,18,0,3,LE3,yes,2,4,father,4,yes,yes,yes,no,home,no,GP,no,M,2,1
627,1,3,other,12,13,13,2,at_home,T,4,4,no,U,17,0,3,GT3,yes,3,3,father,3,yes,no,yes,no,home,no,GP,no,F,1,2
628,1,2,at_home,12,12,13,2,at_home,T,1,0,yes,U,17,0,4,GT3,yes,3,3,mother,4,yes,yes,yes,no,course,no,GP,no,F,3,1
629,1,1,services,11,10,11,2,at_home,T,2,0,yes,R,17,0,4,GT3,yes,2,5,mother,5,yes,yes,yes,no,reputation,no,GP,no,F,2,2
630,1,1,other,12,12,12,1,at_home,T,1,12,yes,U,17,0,4,GT3,yes,3,4,mother,5,yes,no,yes,no,reputation,yes,GP,no,F,3,1
631,1,3,teacher,13,13,14,2,services,T,1,0,no,U,16,0,2,GT3,no,3,1,mother,3,yes,yes,yes,no,other,no,GP,yes,F,2,1
632,5,2,other,10,9,10,2,other,T,5,9,no,U,18,3,3,GT3,yes,3,3,mother,4,yes,yes,yes,yes,home,no,GP,no,M,2,2
633,1,4,services,15,16,16,4,teacher,T,1,4,yes,U,16,0,5,GT3,yes,3,2,mother,5,yes,yes,no,no,home,no,GP,no,F,3,1
634,1,1,other,8,8,8,3,other,T,1,4,yes,R,18,0,5,GT3,no,3,3,mother,4,yes,yes,yes,no,reputation,yes,GP,no,F,2,1
635,1,2,other,17,18,17,3,other,T,3,2,yes,U,17,0,5,GT3,no,3,4,mother,3,yes,yes,no,no,course,no,GP,no,F,2,1
636,1,3,services,10,11,11,2,services,T,3,0,no,U,17,0,5,LE3,yes,3,3,father,3,yes,yes,no,no,reputation,no,GP,no,M,2,1
637,4,1,other,9,10,11,2,at_home,T,5,2,yes,U,18,0,4,LE3,yes,3,2,mother,3,yes,yes,yes,no,course,yes,GP,yes,M,2,4
638,1,1,other,15,15,16,2,other,A,2,0,yes,U,17,0,3,GT3,no,2,3,mother,3,yes,yes,yes,no,course,yes,GP,no,F,3,2
639,1,3,other,14,12,12,4,health,T,2,0,yes,U,17,0,3,LE3,no,2,3,father,3,yes,yes,yes,no,reputation,yes,GP,no,F,2,1
640,1,2,other,12,13,13,2,other,T,1,0,yes,R,17,0,4,GT3,yes,5,2,father,1,yes,yes,yes,no,course,no,GP,no,M,2,2
641,1,4,teacher,13,13,13,4,teacher,T,3,0,yes,U,17,0,4,GT3,yes,5,5,mother,2,yes,yes,yes,no,reputation,yes,GP,yes,M,2,1
642,2,4,other,13,13,14,4,health,T,4,0,yes,U,16,0,4,GT3,yes,2,4,father,1,yes,yes,yes,no,reputation,no,GP,no,M,2,1
643,1,1,other,9,9,9,1,other,T,1,2,no,U,16,0,3,LE3,yes,4,2,mother,5,yes,yes,yes,no,home,no,GP,no,M,2,2
644,1,2,other,12,12,12,3,at_home,T,3,0,yes,U,16,0,5,GT3,no,3,3,mother,2,yes,yes,yes,no,reputation,yes,GP,no,M,3,2
645,5,2,other,16,16,16,2,other,T,5,0,yes,U,17,0,4,LE3,no,4,2,father,4,yes,yes,no,no,home,yes,GP,no,M,2,1
646,1,1,other,9,10,10,2,other,T,1,4,no,U,16,0,4,GT3,no,5,2,mother,5,yes,yes,yes,no,home,yes,GP,no,F,1,1
647,1,1,other,14,13,13,4,other,A,2,0,yes,U,16,0,5,GT3,no,3,3,mother,5,yes,yes,yes,no,home,yes,GP,no,F,2,1
648,1,4,other,10,10,10,2,services,A,1,18,no,U,18,1,4,LE3,yes,3,3,mother,3,yes,yes,yes,no,course,no,GP,no,F,2,2
649,1,2,services,9,8,10,2,at_home,T,1,16,no,U,18,1,5,LE3,yes,3,1,mother,5,yes,yes,no,no,course,yes,GP,no,F,2,1
650,1,3,other,8,7,7,3,other,T,1,14,no,U,18,1,4,GT3,no,1,1,mother,3,no,yes,yes,no,course,no,GP,no,F,1,2
651,2,2,at_home,7,8,8,2,other,T,2,26,yes,U,18,1,4,GT3,yes,4,3,other,1,no,yes,no,no,course,yes,GP,no,M,1,1
652,1,4,teacher,10,8,9,4,teacher,T,2,6,yes,U,17,0,4,GT3,yes,2,1,mother,5,yes,yes,no,no,course,no,GP,no,M,1,1
653,1,2,other,14,14,15,3,other,T,1,4,yes,U,17,0,5,GT3,no,4,2,father,3,yes,no,yes,no,course,no,GP,no,F,2,1
654,1,1,at_home,11,10,10,1,at_home,T,2,10,yes,U,17,0,4,LE3,yes,3,2,mother,4,yes,yes,yes,no,course,yes,GP,no,F,3,1
655,1,2,other,12,11,11,1,other,T,2,4,no,U,16,0,5,GT3,no,3,5,mother,5,no,yes,yes,no,course,no,GP,no,F,1,1
656,1,1,services,13,13,13,2,at_home,T,1,2,yes,R,17,0,2,GT3,no,1,1,mother,3,yes,no,yes,no,course,no,GP,no,F,2,3
657,1,4,other,9,9,8,1,other,A,1,14,no,R,17,1,5,LE3,yes,5,4,other,5,yes,yes,yes,no,course,no,GP,no,F,1,4
658,3,2,services,8,7,8,2,other,T,5,16,no,U,18,0,5,GT3,no,5,4,father,2,no,yes,yes,no,reputation,no,GP,no,M,2,1
659,1,2,other,11,9,10,2,other,A,1,8,no,U,17,1,3,LE3,yes,1,2,mother,1,no,yes,no,no,home,no,GP,no,F,1,1
660,1,1,other,15,14,15,1,at_home,T,3,4,yes,R,17,0,4,LE3,no,3,3,mother,5,yes,yes,yes,no,course,no,GP,no,F,3,2
661,1,2,other,15,14,14,4,teacher,A,1,4,yes,U,17,0,4,LE3,yes,3,2,mother,4,yes,no,yes,no,course,no,GP,no,F,2,1
662,1,3,other,15,15,15,4,health,T,4,8,yes,U,17,0,2,LE3,no,5,5,mother,5,yes,yes,yes,no,course,yes,GP,no,M,2,2
663,2,4,other,12,12,12,4,teacher,A,3,0,no,R,17,0,3,LE3,yes,3,3,mother,4,yes,yes,yes,no,course,no,GP,no,M,2,2
664,1,3,other,14,14,15,4,teacher,T,1,7,yes,U,16,0,5,LE3,no,4,5,mother,3,yes,yes,no,no,course,no,GP,no,M,1,1
665,1,4,services,14,15,15,4,services,T,2,4,yes,U,16,0,5,GT3,no,3,2,mother,5,yes,yes,yes,yes,course,no,GP,no,M,1,1
666,1,4,services,11,11,12,4,teacher,T,4,2,no,U,17,0,5,GT3,yes,3,1,mother,5,yes,yes,yes,yes,course,yes,GP,no,F,2,1
667,1,1,other,13,14,15,1,other,T,1,2,no,R,17,0,4,GT3,no,3,3,father,1,yes,yes,no,no,home,yes,GP,no,M,3,2
668,2,3,other,11,11,11,3,services,T,3,10,no,U,17,0,4,GT3,yes,2,2,mother,5,yes,yes,yes,no,home,yes,GP,no,F,3,2
669,1,1,other,10,9,10,1,at_home,T,1,10,no,U,17,0,4,GT3,no,3,2,mother,4,yes,no,no,no,course,yes,GP,yes,F,2,1
670,1,1,other,12,10,11,2,other,T,1,10,no,U,18,0,4,GT3,yes,4,4,other,3,yes,yes,no,no,course,yes,GP,no,F,3,2
671,1,1,other,15,16,16,2,other,T,1,7,no,U,16,0,4,GT3,no,3,3,mother,4,yes,yes,yes,no,course,no,GP,no,M,1,3
672,1,1,services,11,10,11,1,other,T,2,4,no,U,17,0,4,GT3,yes,3,4,father,5,yes,no,yes,no,course,no,GP,no,F,2,1
673,1,3,other,9,12,13,2,other,T,1,2,no,U,17,0,5,GT3,no,2,2,father,2,yes,yes,yes,no,course,no,GP,no,M,1,2
674,5,1,services,7,8,5,3,services,T,5,12,no,U,22,3,5,GT3,no,4,5,mother,1,no,yes,no,no,other,yes,GP,no,M,1,1
675,1,3,services,10,9,10,3,other,T,3,8,no,R,18,0,4,LE3,yes,3,3,mother,5,yes,yes,yes,no,course,yes,GP,no,M,2,1
676,2,2,other,11,12,11,0,other,T,4,0,no,U,16,0,4,GT3,no,3,2,mother,5,yes,yes,no,no,other,no,GP,no,M,1,1
677,2,2,other,7,8,7,3,services,T,4,8,no,U,18,0,4,GT3,no,4,5,mother,5,no,yes,yes,no,course,no,GP,no,M,1,2
678,1,3,other,9,11,10,3,at_home,T,3,4,no,U,16,1,5,GT3,yes,3,3,other,2,yes,yes,no,no,reputation,no,GP,yes,M,2,3
679,2,1,services,7,8,6,2,services,T,5,4,no,U,18,2,3,GT3,no,2,5,mother,5,no,yes,no,no,other,no,GP,no,M,1,1
680,1,1,other,14,13,12,2,other,T,3,2,yes,R,16,0,3,GT3,no,3,2,mother,3,yes,no,no,no,course,no,GP,no,M,1,2
681,2,1,other,12,12,13,2,other,T,4,0,no,R,17,0,4,GT3,no,4,2,mother,5,yes,yes,no,no,course,no,GP,no,M,1,1
682,1,1,other,9,10,10,1,health,T,2,0,yes,U,17,1,4,LE3,yes,4,4,mother,5,yes,yes,yes,no,course,no,GP,no,M,1,2
683,1,1,other,12,12,13,2,other,A,3,2,no,U,18,0,4,LE3,yes,3,4,mother,5,yes,yes,no,no,course,yes,GP,no,F,2,1
684,1,2,services,14,15,17,4,teacher,T,1,2,yes,U,17,0,4,LE3,yes,2,3,mother,4,yes,yes,yes,no,reputation,no,GP,no,F,4,1
685,1,2,services,10,10,11,2,services,T,1,0,no,U,19,0,4,GT3,yes,3,3,mother,5,yes,yes,yes,no,home,no,GP,no,F,2,1
686,4,1,other,11,10,11,2,services,T,4,4,yes,U,18,1,4,LE3,no,4,5,mother,5,no,yes,no,no,course,no,GP,no,M,2,3
687,1,2,other,11,12,14,4,other,T,3,2,yes,R,17,0,4,GT3,yes,3,4,mother,5,yes,yes,yes,no,course,no,GP,no,F,3,1
688,2,1,at_home,11,12,14,1,other,T,3,4,no,U,18,0,4,LE3,yes,4,3,mother,3,yes,no,no,no,home,no,GP,no,F,3,1
689,1,2,other,11,11,13,2,other,T,1,4,no,R,18,0,3,GT3,no,2,3,mother,5,yes,no,yes,no,home,no,GP,yes,F,2,1
690,1,3,at_home,11,13,14,4,services,A,1,4,no,U,19,0,4,LE3,yes,3,1,mother,1,yes,yes,yes,no,reputation,no,GP,no,M,2,1
691,1,1,other,16,16,16,2,other,T,2,2,yes,U,18,0,5,GT3,no,2,4,mother,4,yes,yes,yes,no,home,no,GP,no,M,2,1
692,1,2,services,9,10,10,2,other,T,1,0,no,R,17,0,5,GT3,no,2,2,mother,4,no,no,no,no,other,no,GP,no,M,1,2
693,1,2,services,10,11,12,2,services,T,1,2,yes,U,17,0,3,LE3,no,4,1,father,2,yes,yes,yes,no,course,yes,GP,no,F,4,1
694,1,1,other,10,12,12,2,other,T,2,8,yes,R,20,0,1,GT3,yes,2,3,other,2,no,yes,yes,yes,course,yes,GP,no,F,2,2
695,1,3,other,15,15,15,4,services,T,3,2,no,U,18,0,3,GT3,yes,1,2,father,2,yes,yes,yes,no,home,yes,GP,no,F,2,1
696,1,3,other,10,10,11,4,teacher,T,1,2,no,U,18,0,4,GT3,yes,3,2,mother,3,yes,yes,no,no,course,no,GP,no,M,2,1
697,1,2,other,10,11,12,3,other,T,1,2,yes,R,18,0,5,GT3,no,3,2,mother,3,yes,no,no,no,course,no,GP,no,M,3,1
698,1,3,other,15,12,13,3,other,T,1,2,yes,U,17,0,3,GT3,no,2,3,mother,4,yes,no,no,no,home,no,GP,no,F,3,1
699,1,2,services,11,12,13,2,at_home,T,1,0,yes,U,18,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,no,home,yes,GP,no,F,3,1
700,2,2,other,8,8,9,2,other,T,3,8,no,U,17,0,4,GT3,no,4,4,father,4,no,yes,yes,no,home,no,GP,no,M,1,2
701,3,4,other,15,16,16,3,other,A,4,6,yes,R,18,0,4,LE3,yes,2,5,mother,1,yes,yes,yes,no,reputation,no,GP,no,M,2,2
702,3,1,other,11,11,14,3,services,T,4,0,yes,U,17,0,5,GT3,no,4,4,mother,5,yes,yes,yes,no,other,yes,GP,no,M,2,1
703,2,4,other,10,11,12,4,teacher,T,2,8,yes,R,18,0,4,GT3,no,3,4,mother,4,yes,yes,yes,no,reputation,no,GP,no,F,2,2
704,1,2,other,10,12,14,4,health,T,3,4,yes,U,18,0,5,GT3,yes,4,5,father,5,yes,yes,yes,no,reputation,yes,GP,no,M,2,1
705,1,1,other,8,9,10,2,other,T,2,12,no,R,18,0,4,GT3,yes,3,5,mother,3,no,yes,yes,no,reputation,yes,GP,no,F,2,2
706,3,3,services,11,12,12,3,other,T,3,16,yes,U,19,0,4,GT3,yes,3,5,other,5,yes,yes,yes,no,home,no,GP,no,F,2,1
707,1,3,services,16,16,16,2,other,T,3,10,yes,U,18,0,4,GT3,yes,5,5,father,2,yes,yes,yes,no,reputation,yes,GP,no,F,4,1
708,1,1,other,13,13,13,1,other,T,1,2,no,U,18,0,4,LE3,yes,4,3,mother,3,yes,no,no,no,home,no,GP,no,F,2,2
709,2,2,at_home,16,17,18,1,at_home,T,2,2,yes,R,17,0,3,GT3,yes,5,2,mother,1,yes,no,no,no,home,yes,GP,no,M,2,1
710,1,1,other,14,14,15,2,other,T,2,8,no,U,18,0,4,GT3,yes,2,5,mother,1,yes,yes,yes,no,home,yes,GP,no,F,2,1
711,1,4,health,15,16,16,2,at_home,T,1,6,no,U,17,0,4,GT3,yes,3,3,mother,1,yes,yes,yes,no,reputation,yes,GP,no,F,2,2
